"","SKA03_27","SKA03_28","SKA03_29","SKA03_46","SKA03_48","SKA03_49"
"PPIAP3",5,2,1,0,0,0
"LINC01746",0,0,0,0,0,0
"GLRXP1",0,0,0,0,0,0
"LINC00489",0,0,0,0,0,0
"LOC100287792",16,2,6,10,5,2
"LOC105372609",0,0,0,0,0,0
"CTNNBL1",7403,5928,5882,7740,7342,6896
"VSTM2L",0,4,0,0,2,0
"RN7SKP185",2,0,8,0,0,0
"TTI1",5013,1002,1067,4435,4271,4093
"RPRD1B",7250,1952,2100,5271,4959,5006
"TGM2",4044,809,828,3731,3109,3325
"LOC107987281",0,4,0,0,0,0
"KIAA1755",12,0,4,4,8,15
"LOC149684",0,0,0,0,0,0
"BPI",0,0,0,2,2,4
"LBP",2,0,2,0,0,0
"SNHG17",5278,4040,4088,4960,4871,4611
"SNORA71B",75,19,3,26,16,15
"SNORA71A",106,53,38,50,15,19
"SNORA71C",140,63,37,46,15,37
"SNORA71D",38,5,8,10,4,0
"SNHG11",519,401,401,453,387,398
"SNORA71E",4,0,2,6,0,3
"SNORA60",10,4,2,2,2,11
"RALGAPB",8948,1590,1627,5943,5211,5954
"MIR548O2",2,0,0,2,0,0
"ADIG",0,0,0,0,0,0
"ARHGAP40",9,4,0,4,0,6
"LOC391247",0,0,0,0,0,0
"SLC32A1",0,0,0,0,0,0
"ACTR5",1767,625,806,1660,1628,1481
"PPP1R16B",0,0,0,0,4,0
"FAM83D",6092,1354,1414,5150,4660,4911
"DHX35",2281,497,536,1720,1675,1878
"LOC107985448",0,0,0,0,0,0
"LINC01734",0,0,0,0,0,0
"LOC102724950",0,0,0,0,0,0
"LOC105372614",0,0,0,0,0,0
"LOC105372613",2,0,0,0,0,0
"LINC01370",0,0,0,0,0,0
"LOC105372616",0,0,0,0,0,0
"LOC105372617",0,0,0,0,0,0
"LOC105372618",4,0,2,1,0,0
"LOC107985446",0,0,0,0,0,2
"LOC102724968",6,2,4,5,8,4
"LOC107985435",14,14,4,2,0,6
"LOC105372620",0,0,0,0,0,0
"MAFB",56,54,40,6,10,16
"LOC101927098",0,0,0,0,0,0
"SNORD154",0,0,0,0,0,0
"LOC100128988",0,0,0,0,0,0
"LOC105372621",0,0,0,0,0,0
"TOP 1.00",13759,11174,10237,12838,11389,12400
"PLCG1-AS1",36,34,14,2,1,6
"PLCG1",4467,1957,1501,3034,2865,2790
"MIR6871",0,0,0,0,0,0
"ZHX3",1646,520,425,1133,866,918
"LPIN3",849,382,284,608,473,522
"EMILIN3",11,2,2,7,4,3
"CHD6",2647,1019,821,1371,995,1198
"RPL12P11",11,4,0,2,0,2
"LOC101927182",0,0,0,0,0,0
"LOC643172",0,0,0,0,0,0
"LOC105372622",0,0,0,0,0,0
"PTPRT",0,0,0,0,0,0
"LOC105372624",0,0,4,0,0,0
"LOC101927159",0,0,0,0,0,0
"LOC105372623",0,0,0,0,0,0
"PTPRT-AS1",0,0,0,0,0,0
"PPIAP21",0,0,0,0,0,0
"RNU6-743P",0,0,0,0,0,0
"EIF4EBP2P1",1,0,0,0,0,0
"SRSF6",12151,5216,5473,9788,8839,9020
"RNU6-1251P",0,3,0,0,0,0
"L3MBTL1",25,24,19,20,12,12
"LOC107985380",4,7,0,0,0,0
"SGK2",214,82,77,155,175,234
"IFT52",2108,730,754,2053,2245,2062
"RPL27AP",0,8,0,1,0,0
"MYBL2",34605,19635,17384,33311,30148,30065
"GTSF1L",0,0,0,0,0,0
"LOC101927200",2,0,0,0,0,0
"LOC107985441",0,2,0,0,0,0
"LOC105372625",0,1,0,0,0,0
"LINC01728",0,0,0,0,0,0
"TOX2",2,2,0,0,0,0
"JPH2",207,89,62,130,103,116
"OSER1",4009,2285,2560,3677,3629,3337
"OSER1-DT",179,159,219,155,191,146
"GDAP1L1",7,2,0,5,19,4
"FITM2",1224,422,451,1234,1151,1058
"R3HDML",2,0,2,15,0,2
"LOC105372629",46,24,19,54,55,54
"HNF4A",11733,4747,4619,8753,8216,8551
"HNF4A-AS1",71,17,20,14,1,13
"MIR3646",10,8,3,3,1,0
"LINC01430",0,0,0,0,0,0
"LINC01620",0,0,0,0,0,0
"RPL37AP1",4,6,6,4,0,2
"TTPAL",6016,1629,1696,4735,3741,4194
"SERINC3",7973,2777,2735,7784,7449,7297
"PKIG",350,186,162,342,287,244
"ADA",349,226,212,313,340,329
"LINC01260",0,0,0,0,0,0
"KCNK15-AS1",3,0,0,0,3,3
"CCN5",0,2,0,2,0,0
"KCNK15",110,43,55,113,111,133
"RIMS4",1081,511,292,654,647,497
"PGBD4P2",0,0,0,0,0,0
"YWHAB",37191,41257,37784,38239,36136,34876
"PABPC1L",698,473,313,284,180,228
"TOMM34",9606,4394,4334,9249,8909,8919
"STK4-AS1",49,18,12,28,22,50
"STK4",7778,1919,1831,6087,4938,5163
"KCNS1",36,8,14,8,10,6
"WFDC5",0,0,0,0,0,0
"WFDC12",2,2,10,4,0,2
"LOC101929863",9,2,0,0,0,0
"PI3",2671,2936,2790,4246,3892,3813
"LINC02597",0,0,0,0,0,2
"SEMG1",0,0,0,10,2,6
"SEMG2",0,0,0,4,0,0
"LOC105372630",0,0,0,0,0,0
"SLPI",258,300,324,648,482,578
"MATN4",4,6,6,0,6,0
"RBPJL",0,0,0,2,2,0
"SDC4",12520,9262,8612,10523,10730,10840
"SYS1",3540,1993,1845,3142,2749,2757
"SYS1-DBNDD2",0,0,0,0,0,0
"TP53TG5",124,43,13,101,54,51
"LOC107985404",55,13,10,23,4,12
"DBNDD2",16,13,6,18,23,14
"LOC107985405",18,7,1,8,5,4
"PIGT",5982,3168,2882,5505,5068,5242
"MIR6812",2,0,3,0,3,0
"LOC105372631",4,11,0,2,0,6
"WFDC2",14,2,0,6,6,10
"LOC107987282",0,0,0,0,0,0
"SPINT3",0,0,0,0,0,0
"WFDC6",0,0,0,0,0,0
"EPPIN-WFDC6",0,0,0,0,0,0
"EPPIN",0,0,0,0,0,0
"WFDC8",0,0,0,0,0,0
"CCNB1IP1P2",0,0,0,0,0,0
"WFDC9",0,0,0,0,0,0
"WFDC10A",7,0,2,0,1,4
"RPS2P7",2,0,6,8,6,6
"WFDC11",2,0,0,0,0,0
"WFDC10B",0,0,0,0,0,0
"WFDC13",0,0,0,0,0,0
"MIR3617",0,0,0,0,0,0
"WFDC3",10,23,6,15,16,0
"SPINT4",0,0,0,0,0,0
"HNRNPA1P3",2,0,0,0,0,0
"RNU6ATAC38P",0,0,0,0,0,0
"DNTTIP1",2702,1761,1962,3232,3047,3034
"UBE2C",9480,5176,6058,10116,9260,9351
"TNNC2",3,10,0,0,0,0
"SNX21",524,413,439,551,511,442
"ACOT8",609,433,441,688,626,504
"ZSWIM3",494,232,206,291,278,256
"ZSWIM1",927,532,512,631,527,630
"SPATA25",107,131,128,62,57,40
"NEURL2",13,9,4,6,1,7
"CTSA",12875,6032,5664,13234,13679,12981
"PLTP",1209,411,394,1224,1211,1059
"LOC107985388",59,17,24,37,32,33
"PCIF1",2764,1019,939,2512,2277,2174
"ZNF335",2630,1126,844,1391,1083,1203
"FTLP1",0,0,0,0,0,0
"MMP9",3,3,4,0,2,2
"SLC12A5-AS1",0,0,0,0,0,0
"SLC12A5",21,4,2,0,4,0
"LOC105372632",0,0,0,0,0,0
"NCOA5",5568,1981,1955,3725,3516,3577
"RPL13P2",0,0,0,0,0,0
"CD40",2,0,2,2,0,0
"CDH22",0,0,4,0,0,0
"SLC35C2",3793,2556,2169,3633,3378,3103
"ELMO2",2702,962,800,2278,2016,2292
"LOC105372633",0,0,0,0,0,0
"ZNF663P",2,0,10,2,0,0
"MKRN7P",0,0,0,0,0,0
"ZNF334",0,0,0,0,0,0
"OCSTAMP",0,0,0,0,0,0
"SLC13A3",0,2,2,0,0,0
"TP53RK",1849,1166,1091,2018,1862,1907
"SLC2A10",1,2,0,2,6,5
"EYA2",0,0,0,0,0,0
"LOC101927355",0,0,0,0,0,0
"RPS2P54",0,0,0,0,0,0
"MIR3616",0,0,0,0,0,0
"ZMYND8",6999,4760,4167,4910,4057,4110
"LOC100131496",90,66,36,23,4,16
"LOC101927377",128,53,27,22,18,25
"LINC01754",0,0,0,1,2,0
"NCOA3",3248,490,358,1787,1195,1496
"SULF2",42,26,12,94,125,110
"LOC107985401",0,0,0,0,0,0
"LOC105372636",0,0,0,0,0,0
"SRMP1",0,0,0,0,0,0
"LOC105376980",0,4,2,2,0,0
"LOC105372637",0,0,2,0,0,0
"LOC112268266",0,0,0,0,0,0
"LINC01522",0,0,0,0,0,0
"LINC01523",0,0,0,0,0,0
"LOC107985436",0,0,0,0,0,0
"LOC107985437",0,0,0,0,0,0
"LOC105372639",2,0,0,0,0,0
"LOC105372640",0,0,0,0,0,0
"LOC105372641",2,0,0,0,0,0
"LINC00494",0,10,0,4,0,0
"LOC105372643",6,0,0,4,2,0
"LOC105372645",6,2,0,0,0,0
"LOC107985439",0,0,0,0,0,0
"LOC105372647",6,5,0,2,0,0
"LOC105372646",32,18,12,2,1,0
"PREX1",37,12,8,28,8,20
"LOC105372648",0,0,0,0,0,0
"ARFGEF2",11523,1386,1369,7222,6134,7492
"CSE1L-AS1",4,4,0,4,4,2
"CSE1L",35045,10220,10373,31632,31863,34260
"STAU1",17146,5213,5432,14971,14094,13902
"ARPC3P1",56,30,14,2,12,4
"DDX27",9263,9041,8522,9580,8353,8319
"ZNFX1",5928,2048,1680,3962,2955,3379
"ZFAS1",7688,7454,7819,7965,7866,7348
"SNORD12C",43,19,23,13,0,9
"SNORD12B",105,46,58,34,13,13
"SNORD12",61,50,14,32,9,13
"LOC105372649",0,0,0,0,0,0
"KCNB1",0,0,2,0,0,2
"PTGIS",8,6,4,4,12,11
"LOC101927486",0,0,0,4,0,0
"LOC105372651",0,4,0,0,0,0
"B4GALT5",14384,3204,3187,9246,8177,8304
"LOC105372652",8,9,10,18,28,18
"SLC9A8",1724,603,608,1125,968,1137
"LOC100421569",34,12,10,16,8,2
"MIR12122",6,6,0,4,0,2
"SPATA2",3166,1085,1074,1922,1882,1843
"LOC105372653",4,11,13,0,2,6
"RNF114",6102,2173,2420,5780,6003,5795
"KRT18P4",52,22,8,8,6,8
"SNAI1",346,91,128,256,289,258
"LOC105372654",0,0,0,0,0,0
"TRERNA1",0,0,0,0,0,0
"LOC105372655",0,2,0,0,0,0
"UBE2V1",399,141,134,168,110,106
"TMEM189-UBE2V1",0,0,0,0,0,0
"TMEM189",2026,1973,1797,2053,1648,1577
"LINC01275",10,29,8,11,8,13
"LINC01273",18,34,12,13,26,9
"CEBPB-AS1",84,19,46,45,71,30
"CEBPB",842,635,640,638,573,661
"LOC107985386",0,0,0,0,0,0
"LOC105372656",0,0,0,0,0,0
"PELATON",0,0,0,0,0,0
"LINC01270",3,3,4,0,4,0
"LINC01271",2,2,0,0,8,0
"LOC105372657",0,2,0,0,0,0
"COX6CP2",0,0,0,0,0,0
"PTPN1",7018,2090,1972,5993,5448,5390
"RN7SL672P",7,0,6,0,0,2
"MIR645",2,0,0,0,1,0
"RIPOR3",42,11,7,18,3,7
"MIR1302-5",0,0,0,0,0,0
"RPL36P2",0,0,0,0,0,0
"RIPOR3-AS1",0,4,2,0,0,0
"LOC105372659",15,4,11,0,0,2
"PARD6B",6784,1805,2052,3739,2563,2750
"BCAS4",407,526,385,462,360,282
"TMSB4XP6",11,22,28,10,8,10
"ADNP",9389,2039,1924,6390,5263,6295
"PSMD10P1",115,40,24,18,14,5
"ADNP-AS1",78,29,39,38,30,42
"DPM1",4912,2589,2729,5520,5426,5274
"MOCS3",1706,594,614,1368,1570,1362
"KCNG1",0,0,0,0,0,0
"LOC105372662",0,0,0,0,0,0
"LOC105372661",0,0,0,0,0,0
"RPSAP1",0,0,0,0,0,0
"LOC105372663",4,4,4,3,0,0
"NFATC2",2374,786,614,1200,896,1190
"MIR3194",6,0,0,0,0,1
"ATP9A",3752,1142,863,2777,2504,2764
"SALL4",156,74,62,106,48,67
"LINC01429",0,0,0,0,0,0
"RNU7-6P",0,0,0,0,0,0
"LOC105372664",9,8,0,0,0,3
"ZFP64",1719,524,495,1362,1372,1244
"ERP29P1",8,10,8,2,4,0
"LOC105372666",0,0,0,0,0,2
"LOC107985427",0,0,0,0,0,0
"LOC105372667",0,0,0,0,0,0
"LOC105372665",0,0,0,0,0,0
"LINC01524",0,0,0,0,0,0
"LOC105376985",0,0,0,0,0,0
"LOC105372668",0,0,0,0,0,0
"TSHZ2",107,38,23,20,10,14
"PPIAP10",0,0,0,0,0,0
"LOC105372669",14,2,0,2,14,2
"LOC105372671",0,0,0,0,0,0
"LOC101927770",77,34,14,23,9,18
"ZNF217",4183,736,680,2123,1642,1805
"LOC105372672",0,0,2,0,0,0
"SUMO1P1",0,0,0,0,0,0
"BCAS1",18,4,26,6,2,20
"MIR4756",0,0,0,0,0,0
"CYP24A1",30,16,4,26,29,20
"LOC105372675",2,0,0,0,0,0
"PFDN4",2087,2461,2604,2770,2562,2537
"LOC107985385",0,0,0,0,0,0
"DOK5",0,0,0,0,0,0
"RPL12P4",32,38,22,26,44,20
"LINC01441",0,0,0,0,0,0
"LINC01440",0,0,0,0,0,0
"LOC105372676",0,0,0,0,0,0
"LOC107984001",0,0,0,0,0,0
"LOC105372677",0,0,0,0,0,0
"LOC105372678",0,0,0,0,0,0
"CBLN4",0,0,0,0,0,0
"LOC105372679",0,0,0,0,0,0
"LOC105376989",0,0,0,0,0,0
"LOC105372680",0,0,0,0,0,0
"MC3R",0,0,0,0,0,0
"FAM210B",1775,1257,1338,1756,1857,1883
"AURKA",13753,5231,5299,14483,13614,13269
"CSTF1",5951,2128,2327,4934,4673,4480
"CASS4",25,11,4,4,3,8
"RPL39P",0,0,0,0,0,0
"RTF2",7296,3867,4135,8060,8065,7601
"GCNT7",80,52,27,22,14,16
"LOC105372681",22,0,12,0,0,4
"FAM209A",0,2,8,1,2,0
"FAM209B",0,12,0,2,2,0
"LINC01716",0,0,0,0,0,0
"RPS4XP3",0,0,2,2,2,0
"TFAP2C",24,4,18,6,26,0
"RNU6-929P",0,0,0,0,0,0
"LOC105372683",0,0,0,0,0,0
"LOC105372685",0,0,0,0,0,0
"LOC105372686",0,0,0,0,0,0
"BMP7",57,42,18,74,54,65
"BMP7-AS1",0,0,4,0,0,0
"LOC112268270",0,0,0,0,0,0
"LOC105372687",0,0,2,0,0,0
"MIR4325",0,0,0,0,0,0
"RPL39P39",0,0,0,0,0,0
"SPO11",0,0,0,0,0,0
"RAE1",5514,3149,3212,5686,5484,5635
"MTRNR2L3",42,20,0,8,0,4
"RBM38-AS1",3,10,10,6,2,1
"RBM38",3149,2138,2051,3079,3013,2750
"LOC105372688",0,0,0,0,0,0
"HMGB1P1",6,0,6,4,2,0
"CTCFL",0,0,0,0,0,0
"PCK1",12,2,2,2,0,0
"LOC105372690",0,0,0,0,0,0
"ZBP1",0,0,0,2,0,0
"PMEPA1",45,36,38,44,56,76
"NKILA",0,0,0,2,0,2
"LOC105372692",0,0,0,0,0,0
"LOC105372693",2,0,0,0,0,0
"LINC01742",0,0,0,0,0,0
"LOC107987284",0,0,0,0,0,0
"LOC107985434",0,0,0,0,6,0
"C20orf85",0,0,0,0,0,0
"LOC105372694",0,0,0,0,0,0
"ANKRD60",0,0,0,0,0,0
"PPP4R1L",100,47,30,43,49,45
"RAB22A",5095,1412,1713,3775,3084,3490
"VAPB",12647,4960,4826,11876,11092,10895
"APCDD1L",23,8,11,16,2,0
"APCDD1L-DT",2,0,0,0,0,0
"LINC01711",0,0,0,0,0,0
"LOC107985410",0,0,0,0,0,0
"STX16-NPEPL1",5,2,1,4,5,0
"STX16",2738,1612,1754,2263,2066,2117
"NPEPL1",17,4,2,13,24,10
"LOC105372695",0,0,0,0,0,0
"MIR296",0,0,0,0,0,0
"MIR298",2,0,0,0,0,0
"GNAS-AS1",30,16,19,25,27,23
"GNAS",41189,16424,17456,39032,36979,37660
"LOC101927932",0,0,0,0,0,0
"LOC107985382",0,0,0,1,0,2
"LOC112268264",0,0,0,0,0,2
"NELFCD",7013,2995,3138,7238,6640,6544
"CTSZ",8094,6565,6649,8270,8019,7732
"TUBB1",58,28,5,25,25,12
"ATP5F1E",138,102,109,122,82,121
"SLMO2-ATP5E",0,0,0,2,0,0
"PRELID3B",4661,2689,2893,5299,5425,5277
"MRPS16P2",0,0,0,0,0,0
"ZNF831",0,6,0,0,0,0
"LOC107985389",0,0,0,0,0,0
"EDN3",0,0,0,0,0,0
"LOC105372696",0,0,0,0,0,0
"PHACTR3",55,40,18,25,31,23
"LOC107985430",0,0,0,0,0,0
"PHACTR3-AS1",0,0,0,0,0,0
"SYCP2",1670,513,566,926,742,1013
"FAM217B",4099,2440,2358,3419,3034,3204
"PPP1R3D",407,99,94,300,327,285
"CDH26",35,6,11,28,5,13
"C20orf197",2,0,2,6,0,8
"LOC107985429",0,0,0,0,0,0
"LOC729296",0,2,0,0,0,2
"MIR646HG",0,0,2,0,0,0
"LOC105372698",2,0,0,0,0,0
"MIR646",0,0,0,0,0,0
"LOC105372697",0,0,0,0,0,0
"LOC101928048",0,0,0,0,0,0
"MIR4533",0,0,0,0,0,0
"MIR548AG2",0,0,0,0,0,0
"LOC105372699",0,0,0,0,0,0
"LOC105372700",0,0,0,0,0,0
"LINC01718",0,0,0,0,0,0
"LOC105372701",0,0,0,0,0,0
"CDH4",4,3,12,2,10,0
"LOC105372703",1,0,0,0,0,0
"LOC100128310",0,0,0,0,0,0
"MIR1257",0,0,0,0,0,0
"TAF4",1066,141,65,615,554,638
"LOC105372704",0,0,0,0,0,0
"RPL17P48",40,20,4,6,0,3
"MIR3195",0,0,0,0,0,0
"LOC105372705",36,57,27,25,26,22
"LOC105372706",13,4,0,3,8,6
"LSM14B",5775,2369,2417,4964,4271,4213
"PSMA7",22167,28722,26609,27778,26495,24983
"SS18L1",1971,442,419,1257,1008,1094
"MTG2",4597,1924,1822,3739,3614,3492
"HRH3",0,2,2,2,0,0
"LOC105369209",0,2,2,0,0,0
"OSBPL2",2969,1153,1202,2541,2283,2263
"ADRM1",14888,8771,8350,15377,15096,14954
"LOC105372707",79,61,44,47,48,19
"LAMA5",22159,4782,4135,12783,10398,12643
"MIR4758",0,0,0,0,0,0
"LAMA5-AS1",15,14,8,13,1,0
"LOC105372708",14,18,8,8,4,6
"RPS21",23976,40713,38929,28885,28963,27525
"CABLES2",3221,1171,1039,2986,2751,2727
"LOC105372709",178,92,75,114,57,71
"RBBP8NL",812,636,457,492,475,442
"LOC105372710",32,20,12,21,26,42
"GATA5",18,16,10,4,13,5
"LOC105372711",158,52,60,61,46,62
"LOC105376995",0,0,0,4,0,0
"MIR1-1HG-AS1",55,28,15,36,33,29
"MIR1-1HG",1,4,0,8,0,0
"MIR1-1",0,0,0,0,0,0
"MIR133A2",0,0,0,0,0,0
"WI2-87327B8.2",0,0,0,2,0,0
"SLCO4A1",1912,686,627,2088,2176,2165
"LOC101928465",233,154,96,219,154,204
"SLCO4A1-AS1",11,2,4,6,6,5
"NTSR1",45,37,34,57,30,30
"LOC107987285",0,0,0,0,0,0
"LINC00659",4,6,2,19,6,6
"LOC105372716",0,0,0,2,1,0
"MRGBP",4790,3454,3393,4706,4336,4462
"OGFR-AS1",5,4,2,0,2,0
"OGFR",5416,4058,3500,5310,4579,4449
"COL9A3",20,2,10,9,12,26
"TCFL5",1236,358,494,799,799,949
"DPH3P1",39,69,64,22,10,17
"LOC105372717",105,14,26,19,18,12
"ARF4P2",0,9,2,0,8,2
"DIDO1",10147,2287,2249,7075,6165,6497
"SNORA117",2,7,0,0,0,3
"GID8",12567,5360,5482,10672,9983,10180
"SLC17A9",2919,865,892,2602,2563,2357
"BHLHE23",0,0,0,0,0,0
"LINC01749",2,0,0,0,2,2
"LOC105372718",0,0,0,0,0,0
"LINC00029",0,0,2,0,0,0
"LINC01056",0,0,0,0,0,0
"HAR1B",0,0,0,0,0,0
"HAR1A",0,8,8,4,6,10
"LOC105372719",1,2,0,0,0,0
"LOC105376996",0,0,0,0,2,0
"MIR124-3",4,0,0,0,0,0
"YTHDF1",13715,4972,5312,10672,9657,9616
"BIRC7",141,184,233,202,200,158
"MIR3196",0,0,0,0,0,0
"NKAIN4",32,17,4,29,22,18
"FLJ16779",7,4,0,2,6,8
"ARFGAP1",5681,4117,3498,5550,5047,4670
"MIR4326",2,0,0,0,2,1
"COL20A1",4,4,8,4,4,0
"RNU6-994P",0,0,0,0,0,0
"CHRNA4",0,0,0,0,0,0
"LOC100130587",0,0,0,0,0,2
"KCNQ2",0,2,0,2,2,2
"LOC105372724",0,0,0,0,0,0
"LOC105372721",0,0,0,0,0,0
"KCNQ2-AS1",0,0,0,0,0,0
"EEF1A2",863,681,568,708,676,642
"LOC105372725",0,4,0,0,0,0
"LOC102723814",24,0,0,4,5,10
"PPDPF",7272,5116,5090,6538,6768,6563
"PTK6",9,19,9,4,12,10
"SRMS",4,4,2,0,4,0
"FNDC11",0,0,0,0,0,2
"HELZ2",1323,298,292,841,814,922
"GMEB2",3701,1298,1040,2431,2279,2339
"MHENCR",55,73,80,48,37,46
"STMN3",3660,1295,1455,3203,3102,3002
"LOC105372726",23,40,24,43,28,28
"RTEL1",92,131,72,71,48,41
"RTEL1-TNFRSF6B",0,0,0,0,0,0
"TNFRSF6B",7,0,0,0,6,1
"ARFRP1",2050,2086,2008,1922,2148,1940
"ZGPAT",2038,1443,1307,1919,1805,1577
"LIME1",196,227,217,134,101,106
"SLC2A4RG",6513,4597,3837,6386,5920,5623
"ZBTB46",140,88,64,139,90,121
"ZBTB46-AS1",0,2,0,2,1,0
"C20orf181",0,0,0,0,0,2
"LOC112268269",621,303,209,571,427,516
"ABHD16B",0,0,0,0,0,0
"TPD52L2",12189,5969,5992,13848,12934,12674
"DNAJC5",13531,5843,5022,10309,8955,8596
"MIR941-1",0,0,0,0,0,0
"MIR941-2",0,0,0,0,0,0
"MIR941-3",0,0,0,0,0,0
"MIR941-4",0,0,0,0,0,0
"MIR941-5",0,0,0,0,0,0
"UCKL1",1620,964,805,1231,1239,1330
"MIR1914",0,0,0,0,0,0
"MIR647",6,9,2,3,6,0
"UCKL1-AS1",154,76,43,76,13,52
"ZNF512B",2434,860,745,1691,1528,1414
"SAMD10",572,282,289,489,563,521
"PRPF6",11495,9119,7455,11652,10629,10341
"C20orf204",36,9,24,5,8,9
"TCEA2",211,155,185,253,235,198
"SOX18",8,2,4,6,8,0
"RGS19",1567,500,518,1464,1373,1576
"MIR6813",0,0,0,0,0,0
"OPRL1",4,0,0,8,7,4
"LKAAEAR1",0,0,0,0,0,0
"NPBWR2",0,0,0,0,0,0
"LOC105372727",0,0,0,0,0,0
"MYT1",0,0,0,0,0,0
"PCMTD2",305,278,290,298,422,252
"LINC00266-1",0,0,0,0,0,0
"SEPTIN14P20",2,0,0,2,4,0
"IQSEC3P3",0,0,0,0,0,0
"LOC105379484",0,0,0,0,0,0
"LOC102723996",306,133,94,214,180,202
"LOC105372832",0,0,0,0,0,0
"CH507-9B2.8",0,0,0,0,0,0
"LOC107987292",0,0,0,0,0,0
"LOC101928576",0,0,0,0,0,0
"GATD3B",3,3,7,6,8,4
"LOC102724159",4,4,0,10,14,12
"LOC102724200",12,7,5,8,9,7
"LINC01670",0,0,0,0,0,0
"LOC105379488",0,0,0,0,0,0
"LOC105379489",0,0,0,0,0,0
"LOC102724219",0,0,0,0,0,0
"LOC107987309",0,0,0,0,0,0
"CTBP2P11",0,0,0,0,0,0
"LOC102724334",0,0,0,0,0,0
"LOC105379490",0,0,0,0,0,0
"LINC01669",2,4,0,0,0,0
"LOC102724370",0,0,0,0,0,0
"CH507-42P11.6",0,0,0,0,0,0
"LOC107985506",0,0,0,0,0,0
"SIK1B",1284,302,388,750,620,632
"LOC107987288",0,0,0,0,0,0
"LOC107987289",2,0,0,0,0,0
"LOC102724701",104,6,2,47,62,73
"LOC105379491",0,0,0,0,0,0
"LOC102724843",6,1,1,1,3,1
"CH507-145C22.1",0,0,0,0,0,0
"LOC102724525",0,0,0,0,0,0
"LOC107987290",4,0,0,8,4,2
"CBSL",0,0,0,0,0,0
"U2AF1L5",0,0,0,0,2,0
"LOC107985501",0,0,0,0,0,0
"LOC106780825",0,0,0,0,0,0
"CRYAA2",0,0,0,0,0,0
"LOC102724677",0,0,0,0,0,0
"LOC105379497",0,0,0,0,0,0
"LOC102724726",0,0,0,0,0,0
"LOC110091777",0,0,0,0,0,0
"MIR8069-1",0,0,0,0,0,0
"LOC100289085",0,0,0,0,0,0
"TERF1P8",0,0,2,0,0,0
"LOC101059907",0,0,0,0,0,0
"LOC105379499",1,0,0,0,2,0
"LOC102724822",0,0,0,0,0,0
"LOC105379501",0,0,0,0,0,0
"CTBP2P10",0,0,0,0,0,0
"LOC105379502",0,0,0,0,0,0
"LOC105379503",0,0,0,0,0,0
"LOC102724951",5,0,2,1,0,0
"LOC107987308",0,0,0,0,0,0
"CTBP2P9",0,0,0,0,0,0
"LOC102723360",122,44,28,128,97,85
"SMIM11B",16,8,4,16,6,27
"FAM243B",0,0,0,0,0,1
"LOC105379504",0,0,0,0,0,2
"KCNE1B",6,0,2,0,2,0
"LOC105379505",0,0,0,0,0,0
"MIR6724-1",0,0,0,0,0,0
"RNA45SN2",675,212,246,213,49,106
"MIR3648-1",0,0,0,0,0,0
"RNA18SN2",0,0,0,0,0,0
"RNA5-8SN2",0,0,0,0,0,0
"RNA28SN2",0,0,0,0,0,0
"LOC105379506",0,2,2,0,2,0
"LOC107987293",1,0,0,1,0,0
"CDC27P9",0,0,0,0,0,0
"MIR6724-2",0,0,0,0,0,0
"MIR6724-3",0,0,0,0,0,0
"RNA45SN3",9,3,4,4,3,3
"RNA18SN3",0,0,0,0,0,0
"RNA5-8SN3",0,0,0,0,0,0
"RNA28SN3",0,0,0,0,0,0
"LOC105379508",0,2,0,0,0,3
"CDC27P10",0,0,0,0,0,0
"MIR6724-4",0,0,0,0,0,0
"RNA45SN1",17,5,3,4,3,2
"MIR10396B",0,0,0,0,0,0
"RNA18SN1",0,0,0,0,0,0
"RNA5-8SN1",0,0,0,0,0,0
"RNA28SN1",0,0,0,0,0,0
"LOC105379507",0,0,0,0,0,1
"LOC107987294",8,1,1,2,0,0
"CDC27P11",0,0,0,0,0,0
"LINC01666",0,0,0,0,0,0
"LOC107985475",0,0,0,0,0,0
"MIR3648-2",0,0,0,0,0,0
"MIR10396A",0,0,0,0,0,0
"CDRT15P9",0,0,0,0,0,0
"LOC101927615",3,0,0,0,0,0
"TEKT4P2",4,0,0,0,0,0
"SNX18P11",0,0,0,0,0,0
"LOC101930100",14,0,0,1,3,0
"LOC101927345",11,2,4,1,4,2
"SNX18P12",1,0,0,0,0,0
"NCOR1P4",0,0,0,0,0,0
"LOC102723668",0,0,0,0,0,0
"LOC105379514",0,0,0,0,0,0
"LOC105379513",0,0,0,0,0,0
"LINC01667",0,0,0,0,0,0
"LOC105372734",0,0,0,0,0,0
"LOC105372733",0,0,0,0,0,0
"EIF3FP1",0,0,0,0,0,0
"BAGE2",0,0,0,0,0,0
"LOC105378260",0,0,0,0,0,0
"TPTE",0,0,0,0,0,0
"SLC25A15P4",0,0,0,0,0,0
"ANKRD30BP2",0,0,0,0,0,0
"FGF7P2",0,0,0,0,0,0
"ANKRD30BP1",0,0,0,0,0,0
"MIR3156-3",0,0,0,0,0,0
"GTF2IP2",0,0,0,0,0,0
"LINC01674",0,0,0,0,0,0
"POTED",0,2,0,0,0,0
"MIR3118-1",0,0,0,0,0,0
"CXADRP1",0,0,0,0,0,0
"LOC107985482",0,0,0,0,0,0
"LOC112268283",0,0,0,0,0,0
"MIR8069-2",0,0,0,0,0,0
"FEM1AP1",0,0,0,0,0,0
"TERF1P1",0,0,0,0,0,0
