"","SKA03_16","SKA03_19","SKA03_20","SKA03_41","SKA03_43","SKA03_45"
"SCAF4",3134,2506,4925,2209,2811,2882
"HMGN1P2",3,2,3,0,0,0
"TPT1P1",0,0,0,0,0,0
"HUNK",302,299,444,210,339,319
"LINC00159",0,0,0,0,0,0
"MIS18A",2480,1340,2262,1366,1061,1077
"MRAP",3,0,0,0,0,0
"MRAP-AS1",0,4,6,4,14,2
"URB1",1829,1958,2878,2199,2872,3173
"SNORA80A",19,0,7,1,0,0
"URB1-AS1",134,58,124,82,64,58
"EVA1C",17,12,19,14,20,2
"LOC101928078",2,0,0,0,0,0
"EXOSC3P1",4,0,2,1,4,0
"CFAP298-TCP10L",80,9,53,11,37,18
"TCP10L",0,0,0,0,0,0
"LOC105372782",0,0,0,0,0,0
"CFAP298",1291,550,1165,586,399,415
"SYNJ1",321,255,460,348,454,555
"PAXBP1-AS1",11,7,9,2,7,13
"PAXBP1",796,719,1297,806,893,743
"C21orf62-AS1",0,0,0,0,0,0
"C21orf62",0,0,0,0,0,0
"LOC105377136",0,0,0,0,0,0
"LINC01690",0,0,0,0,0,0
"OLIG2",0,4,0,0,0,0
"LOC107985505",0,0,0,0,0,0
"LOC105372785",0,0,0,0,0,0
"LINC00945",0,0,0,0,0,0
"OLIG1",0,0,6,0,0,0
"LOC101928107",0,0,0,8,0,2
"LINC01548",0,0,2,1,0,0
"LOC105372787",0,0,0,0,0,0
"IFNAR2",1964,1543,2562,1607,1703,1751
"IL10RB-DT",51,24,59,21,15,25
"IL10RB",2452,1337,2513,1638,1258,1478
"IFNAR1",1564,1461,1986,1796,1823,2039
"USF1P1",0,0,0,0,0,0
"IFNGR2",62,130,154,116,252,232
"TMEM50B",0,1,0,0,2,1
"DNAJC28",0,0,0,0,0,0
"GART",2699,4377,4620,5105,5721,6196
"SON",16833,7813,14723,7775,9758,10741
"MIR6501",0,0,0,0,0,0
"LOC107985481",25,4,22,5,10,7
"DONSON",3094,3160,4302,3492,3350,3849
"CRYZL1",418,386,602,506,402,449
"ITSN1",2596,1554,3726,2076,2309,2640
"ATP5PO",8590,6336,9793,6799,5418,6076
"LINC00649",241,187,242,264,233,191
"LOC101928126",56,74,65,28,47,40
"LOC105372790",0,0,0,0,0,2
"LOC105372789",0,0,0,0,0,0
"SLC5A3",1358,856,1426,1051,1545,1613
"MRPS6",4208,2477,4189,2413,1981,1923
"LINC00310",14,5,20,4,8,6
"LOC105372791",0,0,6,0,0,0
"KCNE2",0,0,0,0,0,0
"SMIM11A",0,0,0,0,0,0
"FAM243A",0,0,0,0,0,0
"LOC105372793",0,0,0,0,0,0
"SMIM34A",0,0,0,0,0,0
"KCNE1",30,22,28,50,24,40
"RCAN1",3595,3475,5345,3698,3503,3742
"CLIC6",2,2,0,0,2,2
"LINC00160",0,0,0,0,0,0
"LOC107985515",0,0,0,0,0,0
"LINC01426",0,0,2,6,0,0
"RUNX1",1468,1177,2155,1097,1219,1309
"LOC102724584",20,4,14,2,2,6
"LOC112267915",56,8,26,4,4,6
"RUNX1-IT1",0,0,0,0,0,0
"LOC100506403",0,0,0,0,0,0
"MIR802",0,0,2,0,0,0
"PPP1R2P2",0,0,0,0,0,0
"LOC101928269",4,4,0,0,0,10
"LINC01436",0,0,0,0,0,0
"RPL23AP3",0,0,0,0,0,0
"SETD4",500,428,611,572,549,510
"RIMKLBP1",4,4,10,4,0,2
"SETD4-AS1",14,0,8,0,0,0
"LOC100133286",0,0,0,4,0,2
"CBR1",2373,1740,2792,1598,1159,1290
"LOC105369306",0,0,2,0,0,0
"CBR3-AS1",37,35,55,37,12,23
"RPS9P1",0,0,0,0,0,0
"CBR3",44,18,37,33,17,19
"DOP1B",529,522,869,687,880,1048
"RPL3P1",0,1,2,0,0,0
"SRSF9P1",42,18,61,14,16,6
"MORC3",600,655,1102,736,903,852
"CHAF1B",2252,2039,2988,2342,2156,2352
"LOC105369301",2,6,12,0,6,2
"CLDN14",0,4,1,0,0,0
"PSMD4P1",2,0,0,2,0,0
"LOC105369308",0,0,2,2,7,3
"SIM2",256,192,351,266,297,425
"LOC107985492",84,39,63,8,16,22
"HLCS",882,889,1282,1175,1313,1279
"LOC105369305",6,8,2,1,2,0
"MRPL20P1",0,0,0,0,0,0
"RIPPLY3",4,2,0,0,2,0
"LOC105372795",3,2,2,6,5,2
"PIGP",290,224,396,283,227,352
"TTC3",5543,1951,4438,2355,2970,3214
"TTC3-AS1",2,0,0,0,0,1
"DSCR9",22,22,37,23,31,27
"VPS26C",1109,1371,1942,1347,1536,1714
"DYRK1A",2594,2479,3797,1970,2349,2395
"LOC105372797",4,0,5,7,4,1
"LOC105372798",28,20,46,24,10,36
"KCNJ6",0,0,4,0,0,0
"LOC107985507",0,0,0,0,0,0
"KCNJ6-AS1",0,0,4,0,0,0
"LOC101928368",0,0,1,0,2,0
"DSCR4",0,0,0,0,0,0
"DSCR8",0,0,2,0,0,0
"DSCR10",0,0,0,0,0,0
"KCNJ15",2,0,0,2,2,0
"SPATA20P1",0,0,0,0,0,0
"LOC105372801",2,0,0,0,0,0
"LINC01423",0,0,0,0,0,0
"LOC107985513",0,0,0,0,0,4
"ERG",2,0,2,0,0,0
"SNRPGP13",0,0,0,0,0,0
"LOC105372802",0,0,0,0,0,0
"LINC00114",0,0,2,6,4,0
"LOC107985480",0,4,10,2,6,12
"ETS2",2997,3594,4780,2741,3123,3432
"LOC101928398",0,0,0,0,0,0
"LOC400867",0,0,2,0,0,0
"LINC01700",2,0,0,0,0,0
"LOC102724740",8,4,4,12,1,10
"LOC105372803",0,0,0,0,0,0
"LOC107985484",2,6,1,5,2,2
"RPL23AP12",0,0,0,0,0,0
"PCBP2P1",6,0,8,0,0,0
"PSMG1",5433,4645,7354,4636,3937,4306
"BRWD1",1013,596,1011,727,1058,1160
"METTL21AP1",2,0,0,0,0,0
"BRWD1-AS2",18,6,27,6,4,0
"BRWD1-AS1",0,0,4,0,2,0
"HMGN1",14269,12282,18541,13296,11158,12011
"LOC105372804",4,0,0,0,2,0
"GET1",1038,739,1145,844,614,677
"GET1-SH3BGR",0,0,0,0,0,0
"LCA5L",14,10,10,22,17,12
"SH3BGR",0,1,1,2,3,0
"MIR6508",0,0,0,0,0,0
"MYL6P2",0,0,0,0,0,0
"RPS26P4",0,0,0,0,0,0
"JCADP1",0,0,0,0,0,0
"B3GALT5-AS1",4,0,0,2,0,5
"B3GALT5",1024,784,1535,929,1311,1336
"IGSF5",8,5,11,2,14,7
"LOC107985499",0,0,8,2,0,4
"LOC107985500",0,0,0,0,0,0
"PCP4",0,0,0,0,0,0
"DSCAM",1,2,0,0,0,0
"MIR4760",0,0,0,0,0,0
"DSCAM-AS1",0,0,2,0,0,0
"LOC105369294",0,0,0,0,0,0
"DSCAM-IT1",0,0,0,0,0,0
"LINC00323",0,0,0,0,0,0
"LOC107985495",0,0,0,0,0,0
"MIR3197",0,0,0,0,0,0
"BACE2",4,2,16,0,2,2
"PLAC4",0,0,0,0,0,0
"FAM3B",237,188,230,180,150,142
"MX2",4,14,12,1,9,5
"MX1",14,4,20,6,4,6
"TMPRSS2",585,681,737,790,764,715
"LOC105372809",0,0,2,0,0,0
"PCSEAT",0,0,0,0,0,0
"LOC105372812",0,0,0,0,0,2
"LOC107985478",0,4,0,0,0,2
"LOC105372813",0,0,2,0,0,2
"LINC00111",0,0,0,0,0,0
"LINC00479",56,48,60,68,40,55
"LINC00112",7,2,0,0,2,0
"RIPK4",1379,1537,1903,1301,1408,1470
"MIR6814",0,0,0,0,3,0
"LOC102724800",74,44,121,34,54,41
"PRDM15",300,173,409,148,218,240
"C2CD2",576,621,785,531,748,667
"SNORA91",2,2,0,1,3,0
"ZBTB21",437,437,772,591,765,777
"ZNF295-AS1",3,2,2,1,4,5
"LOC107985502",2,0,5,2,2,2
"UMODL1",9,7,12,11,6,2
"UMODL1-AS1",0,1,2,0,0,1
"ABCG1",2,0,2,0,0,0
"LOC105372814",0,0,0,0,0,0
"TFF3",386,270,420,304,238,244
"TFF2",509,400,514,387,334,326
"LOC105372815",0,0,0,0,0,0
"TFF1",818,512,809,491,359,397
"TMPRSS3",12,11,18,28,24,18
"UBASH3A",0,0,2,2,0,0
"RSPH1",90,42,112,64,42,37
"LOC101930094",2,0,2,3,2,1
"SLC37A1",1247,1216,1910,1104,1145,1347
"LOC107987299",82,14,54,8,12,18
"LOC101928212",118,67,126,50,129,87
"LINC01671",12,18,8,6,8,2
"LOC101928255",0,0,0,2,0,0
"PDE9A",92,68,146,100,87,74
"LOC105372816",4,0,0,0,0,0
"PDE9A-AS1",0,0,4,0,0,0
"LOC107985504",0,0,0,0,0,0
"LINC01668",4,0,0,0,0,0
"LOC107985479",0,0,0,0,0,0
"WDR4",850,775,991,932,899,977
"LOC105372817",37,13,44,15,3,13
"NDUFV3",2550,1754,2936,1671,1490,1478
"ERVH48-1",4,2,2,0,3,2
"MIR5692B",0,0,0,0,0,0
"PKNOX1",416,546,720,641,584,562
"CBS",6,12,10,12,4,17
"U2AF1",59,39,108,76,83,90
"LOC101928369",1,7,15,6,0,4
"MRPL51P2",0,0,0,0,0,0
"FRGCA",0,0,0,0,0,0
"LOC107987300",0,0,0,0,0,0
"CRYAA",0,0,0,0,0,0
"LOC105372821",0,0,0,0,0,0
"LINC00322",2,4,5,13,0,5
"LINC01679",0,0,6,0,0,0
"LOC105377137",6,2,2,0,0,2
"LOC107987301",0,0,0,0,0,0
"SIK1",12,6,14,8,12,10
"LOC107987302",0,0,0,0,0,4
"LINC00319",0,0,2,0,0,4
"HSF2BP",58,88,140,140,96,111
"LINC00313",0,0,0,0,0,0
"LOC102723380",0,0,0,0,0,0
"RPL31P1",0,0,0,0,0,0
"H2BS1",0,0,2,0,0,0
"MIR6070",0,0,0,0,0,0
"RRP1B",5256,3456,6122,3850,4724,4997
"PDXK",13727,8829,15035,9373,8259,8798
"LOC105372824",15,20,10,16,48,16
"CSTB",5807,4408,6851,4430,4367,4423
"LOC105372825",0,0,0,0,0,0
"RRP1",7347,4610,8109,4731,3419,3850
"AATBC",8,4,11,6,2,0
"MYL6P1",0,0,0,0,0,0
"AGPAT3",3058,2787,4127,3076,3253,3601
"LOC105372826",0,0,4,0,0,0
"LOC105372829",0,0,0,0,0,0
"TRAPPC10",796,956,1557,962,1309,1374
"H2AZP1",7,2,0,0,6,0
"PWP2",779,974,1408,1130,1032,1180
"GATD3A",838,615,946,642,528,501
"LINC01678",0,0,0,0,0,0
"LOC105377139",0,0,0,0,0,0
"LOC107983952",0,0,0,0,0,0
"LOC102725065",0,0,0,0,0,0
"ICOSLG",16,12,15,18,12,16
"DNMT3L",2,1,0,0,0,6
"DNMT3L-AS1",0,0,0,0,0,0
"AIRE",0,0,2,0,0,0
"PFKL",3782,3892,5444,4696,4299,4512
"CFAP410",779,634,904,742,465,402
"TRPM2",2,8,6,6,4,3
"TRPM2-AS",0,0,0,0,0,0
"LRRC3-DT",0,0,0,0,0,0
"LRRC3",48,48,88,28,36,62
"LINC02575",0,2,2,2,0,2
"TSPEAR",2,0,0,2,4,0
"TSPEAR-AS1",0,0,0,4,2,0
"TSPEAR-AS2",2,0,0,0,0,0
"KRTAP10-1",0,0,0,0,0,0
"KRTAP10-2",0,0,0,0,0,0
"KRTAP10-3",0,0,0,0,0,0
"KRTAP10-4",0,0,0,0,2,0
"KRTAP10-5",0,0,0,0,0,0
"KRTAP10-6",0,0,0,0,0,0
"KRTAP10-7",0,0,0,0,0,0
"KRTAP10-8",0,0,0,0,0,0
"KRTAP10-9",0,0,0,0,0,0
"KRTAP10-10",0,0,0,0,0,0
"KRTAP10-11",0,0,0,0,0,0
"KRTAP12-4",0,0,0,0,0,0
"KRTAP12-3",0,0,0,0,0,0
"KRTAP12-2",0,0,0,0,0,0
"KRTAP12-1",0,0,0,0,0,0
"KRTAP10-12",0,0,0,0,0,0
"UBE2G2",4402,2716,4620,2758,2638,2841
"LINC01424",12,15,18,5,4,15
"SUMO3",5565,6139,7705,6221,5769,6111
"PTTG1IP",11350,13442,15808,16591,15992,17086
"ITGB2",90,110,136,127,174,149
"LOC107987303",0,0,0,0,0,0
"ITGB2-AS1",0,2,2,0,0,2
"LINC01547",126,121,191,119,102,115
"LOC112268278",6,1,7,7,3,8
"FAM207A",4975,3274,5443,3242,2676,2699
"LOC107985497",26,8,20,2,12,6
"LINC00163",0,0,1,0,2,0
"PICSAR",2,0,2,2,2,2
"LOC105372836",6,4,9,7,15,10
"SSR4P1",28,40,56,26,35,22
"ADARB1",611,441,924,552,579,569
"LOC105372835",20,9,16,4,6,8
"LINC00334",0,0,0,0,0,0
"POFUT2",622,712,973,758,704,784
"LINC00205",645,423,648,547,538,581
"LOC105372838",155,124,244,133,128,146
"LINC00316",0,0,0,0,0,0
"LOC105372839",0,0,0,0,0,0
"LL21NC02-21A1.1",6,2,8,0,6,0
"COL18A1",995,989,1557,1069,1161,1171
"COL18A1-AS2",3,0,0,0,3,0
"COL18A1-AS1",7,2,4,0,4,2
"MIR6815",0,0,0,0,0,0
"SLC19A1",2808,2674,3452,2485,2367,2419
"LOC107987304",5,4,0,4,0,0
"LOC107985485",0,0,4,0,0,0
"LINC01694",54,52,108,46,52,76
"PCBP3",7,4,10,4,8,0
"PCBP3-AS1",0,0,0,0,0,0
"LOC101928796",3,0,0,0,0,2
"LOC105372841",0,0,0,0,0,0
"COL6A1",2331,2588,3577,3446,3802,3989
"LOC105372842",0,0,0,0,0,0
"COL6A2",416,414,634,424,473,536
"FTCD",55,14,57,14,30,20
"FTCD-AS1",0,0,0,0,0,0
"SPATC1L",0,0,0,0,0,0
"LSS",66,246,197,242,358,428
"SNORD159",0,0,0,0,0,0
"MCM3AP-AS1",76,36,99,34,45,83
"MCM3AP",1778,1646,2378,2046,2311,2832
"YBEY",442,307,505,327,292,250
"C21orf58",453,342,599,381,372,318
"PCNT",1476,999,2238,1151,1471,1699
"DIP2A",817,638,1004,775,898,980
"DIP2A-IT1",7,0,1,8,4,4
"S100B",4,0,0,0,0,0
"PRMT2",1674,1200,2186,1382,1275,1354
"DSTNP1",0,0,0,0,0,0
"RPL23AP4",0,4,0,0,0,0
"LOC100996364",0,0,0,0,0,0
"LOC105379418",4,0,0,0,1,0
"LOC100289194",0,0,0,0,0,0
"FRG1FP",0,0,0,0,0,0
"LOC102723688",0,0,0,0,0,0
"CDC27P7",0,0,0,0,0,0
"DUX4L40",0,0,0,0,0,0
"PCMTD1P4",0,0,0,0,0,0
"ZNF73P",0,0,0,0,0,0
"PCMTD1P5",0,0,0,0,0,0
"DUX4L43",1,0,2,0,0,0
"CDC27P8",0,0,0,0,0,0
"LOC100996699",0,0,0,0,0,0
"LOC107987320",0,0,0,0,0,0
"LOC107984037",4,0,0,0,0,0
"LOC107984030",0,0,0,0,0,0
"LOC101928041",2,0,0,0,0,0
"LOC102723769",0,0,0,0,0,0
"LOC107987323",2,4,2,4,2,10
"LOC105379516",0,0,0,0,0,0
"LOC107987322",0,0,0,0,0,0
"FRG1GP",3,0,0,0,0,0
"DUX4L44",0,0,0,0,0,0
"LOC105379428",0,0,0,0,0,0
"LOC112268290",0,0,0,0,0,0
"LOC100533637",0,0,0,0,0,0
"OR11H1",0,0,0,0,0,0
"ARHGAP42P3",0,0,0,0,0,0
"LOC100420175",0,0,0,0,0,0
"LOC780780",0,0,0,0,0,0
"LOC112268291",0,0,0,0,0,0
"NEK2P2",0,0,0,0,0,0
"NF1P6",0,0,0,0,0,0
"POTEH",0,0,4,0,0,0
"POTEH-AS1",0,0,0,0,0,0
"PSLNR",0,0,0,0,0,0
"LOC107987324",0,0,0,0,0,0
"DUXAP8",101,121,160,112,162,160
"BMS1P22",3,4,4,1,9,9
"TOMM40P2",4,4,12,6,3,2
"LOC100292922",0,0,0,0,0,0
"ABCD1P4",0,0,0,0,0,0
"PABPC1P9",0,0,0,0,0,0
"SLC9B1P4",0,0,0,0,0,0
"ACTR3BP6",0,0,0,0,0,0
"CHEK2P4",0,0,0,0,0,0
"LOC100422375",0,0,0,0,0,0
"KCNMB3P1",0,0,0,0,0,0
"CCT8L2",0,0,0,0,0,0
"FABP5P11",0,0,0,0,0,0
"TPTEP1",0,0,0,0,0,0
"SLC25A15P5",0,0,0,0,0,0
"LOC112268292",0,0,0,0,0,0
"ANKRD62P1-PARP4P3",0,0,0,0,0,0
"VWFP1",0,0,2,0,0,0
"LINC01665",0,0,0,0,0,0
"XKR3",0,0,0,0,0,0
"HSFY1P1",0,0,0,0,0,0
"GPM6BP3",0,0,0,0,0,0
"ZNF402P",0,0,0,0,0,0
"GAB4",0,0,0,0,0,0
"CECR7",222,229,297,243,215,205
"IL17RA",1320,1075,1826,1074,1194,1127
"TMEM121B",6,16,22,12,10,12
"LINC01664",0,0,0,0,0,1
"HDHD5",3666,3358,4422,3365,2906,2974
"HDHD5-AS1",9,16,16,16,26,33
"ADA2",0,0,16,6,6,0
"RPL32P5",0,0,0,0,0,0
"LOC107985573",0,0,0,0,0,0
"FAM32BP",0,0,0,0,0,0
"CECR3",0,0,3,4,0,0
"CECR2",4,8,10,0,4,6
"TERF2IPP1",0,0,0,0,0,0
"DNAJA1P6",0,0,0,0,0,0
"SLC25A18",56,58,112,56,39,63
"LOC105372850",0,0,0,0,0,0
"LOC101929372",7,0,4,0,0,0
"ATP6V1E1",4326,3747,5600,4182,3216,3421
"BCL2L13",1960,1937,2980,2246,2388,2703
"BID",1298,1074,1686,1160,1020,1095
"MIR3198-1",0,0,0,0,0,0
"LINC00528",6,0,0,0,0,0
"MICAL3",1874,1426,2949,1618,2102,2436
"MIR648",2,0,0,0,0,0
"RHEBP3",0,0,3,0,0,0
"LINC01634",0,0,0,0,0,0
"LOC105372853",6,2,10,8,0,5
"PEX26",2534,2290,3355,2679,2873,2751
"TUBA8",2,2,17,1,0,2
"USP18",89,54,88,80,106,88
"FAM230D",0,0,0,0,0,0
"LOC105372858",0,0,0,0,0,0
"LOC101060852",0,0,0,0,0,0
"LOC105379518",0,0,0,0,0,0
"GGTLC5P",0,0,0,0,0,0
"FAM247D",0,0,0,0,0,0
"FAM230J",0,0,0,0,0,0
"PPP1R26P3",0,0,0,0,0,0
"LOC107987325",0,0,0,0,0,0
"FAM230A",0,0,0,0,0,0
"GGTLC3",0,0,0,0,0,0
"TMEM191B",52,46,80,42,28,34
"PI4KAP1",74,46,86,50,37,57
"RIMBP3",0,4,4,6,2,2
"SUSD2P2",0,0,0,0,0,0
"LOC105372871",0,0,0,0,0,0
"PPP1R26P2",0,0,0,0,0,0
"PPP1R26P4",0,0,0,0,0,0
"FAM230E",0,0,0,0,0,0
"FAM247C",0,0,0,0,0,2
"GGT3P",0,0,0,0,0,0
"E2F6P1",0,0,0,0,0,0
"LOC101929738",0,0,0,0,0,0
"LOC102725072",0,0,0,0,0,0
"BCRP7",0,0,0,0,0,6
"FAM230F",0,6,0,0,0,0
"DGCR6",0,0,0,0,0,0
"PRODH",0,2,8,4,2,0
"DGCR5",24,22,36,14,11,25
"DGCR2",2887,2786,4034,3288,3584,3976
"DGCR11",80,84,101,59,84,98
"TSSK1A",0,0,4,0,0,0
"ESS2",732,694,1073,778,730,815
"TSSK2",0,0,0,0,0,0
"LOC112268297",0,7,0,0,0,2
"GSC2",0,0,0,0,0,0
"LINC01311",64,47,75,38,32,27
"SLC25A1",5454,5062,6391,5381,4676,4589
"CLTCL1",116,157,179,145,109,140
"LOC112268289",0,0,4,0,0,0
"DVL1P1",0,0,0,0,0,0
"KRT18P62",0,0,0,2,0,0
"LOC105372859",25,0,22,1,6,3
"HIRA",2138,2106,3132,2758,2586,2793
"RN7SL168P",0,0,0,1,0,0
"MRPL40",2174,1654,2365,1620,1387,1324
"C22orf39",1101,1017,1335,1155,967,1077
"LOC105372860",76,59,75,63,103,103
"UFD1",4702,3844,5906,3742,3286,3401
"CDC45",1794,1831,2491,1861,1653,1979
"CLDN5",3,16,13,10,11,4
"LINC00895",0,0,0,0,0,0
"LOC100129254",0,0,0,0,0,0
"SEPTIN5",0,0,0,0,0,0
"SEPT5-GP1BB",0,0,0,0,2,0
"GP1BB",0,0,0,0,0,0
"LOC105372861",0,2,0,0,0,0
"TBX1",63,22,62,28,48,43
"GNB1L",212,155,271,145,148,137
"RPL7AP70",8,2,10,2,6,0
"RTL10",1835,1573,2250,1463,1385,1572
"TXNRD2",1527,1263,1810,1441,1208,1343
"COMT",1471,1254,1625,1349,1236,1293
"MIR4761",0,0,0,0,0,0
"ARVCF",135,77,94,84,75,87
"TANGO2",546,593,722,625,568,547
"MIR185",0,0,0,0,0,0
"DGCR8",1398,1258,1957,1240,1139,1329
"MIR3618",0,0,0,0,0,0
"MIR1306",0,0,0,0,0,0
"TRMT2A",990,954,1241,1114,901,1084
"MIR6816",0,0,0,0,0,0
"RANBP1",17677,12645,19814,13990,11352,12115
"SNORA77B",0,0,0,0,0,0
"ZDHHC8",210,196,305,203,289,248
"CCDC188",0,0,0,0,0,0
"LOC284865",0,0,5,2,0,0
"LOC105372862",10,0,0,1,2,4
"LINC00896",0,0,0,0,0,2
"LOC105372863",0,0,0,0,0,0
"RTN4R",222,298,355,244,200,282
"LOC105372864",4,0,4,0,6,0
"MIR1286",0,0,0,0,0,0
"LOC440792",8,4,2,2,2,10
"DGCR6L",1476,1048,1523,1167,902,1070
"FAM230G",0,0,0,0,0,0
"USP41",0,0,0,0,0,0
"ZNF74",267,282,417,285,236,260
"RNU6-225P",0,0,0,0,0,0
"SCARF2",0,8,8,2,6,2
"LOC107985588",0,0,1,0,0,0
"KLHL22",426,432,569,354,303,395
"LOC100420177",12,4,12,0,4,6
"KRT18P5",34,6,20,2,8,2
"LOC101928824",6,0,1,8,2,0
"MED15",2234,1772,3006,2051,2180,2373
"CCDC74BP1",0,0,0,0,0,0
"SMPD4P1",2,0,4,0,0,0
"SLC9A3P2",2,0,4,0,0,8
"ABHD17AP4",0,0,0,0,0,0
"POM121L4P",0,0,0,0,0,0
"BCRP5",16,2,0,0,2,0
"LOC107985584",0,0,0,0,0,0
"TMEM191A",174,78,169,116,88,100
"PI4KA",1061,1157,2008,1494,2098,2163
"SERPIND1",50,40,69,78,50,46
"SNAP29",2641,1763,2609,1779,1695,1933
"CRKL",2813,3510,4530,3484,4108,4218
"LINC01637",6,14,6,20,2,11
"AIFM3",6,9,4,6,6,6
"LZTR1",659,660,844,748,826,808
"THAP7",1451,937,1506,808,722,782
"THAP7-AS1",24,12,46,33,13,30
"TUBA3FP",0,0,0,0,0,0
"P2RX6",0,0,0,2,0,4
"SLC7A4",8,6,4,18,8,24
"MIR649",0,0,0,0,0,0
"P2RX6P",0,0,0,0,0,0
"LRRC74B",0,4,0,0,0,0
"LOC112268300",0,0,0,0,0,0
"BCRP2",0,1,0,0,0,0
"LOC112268299",0,0,0,0,0,0
"E2F6P2",1,0,0,0,0,0
"FAM230B",0,0,0,0,0,0
"FAM247A",0,0,0,0,0,0
"GGT2",0,0,0,0,0,0
"E2F6P3",0,0,0,0,0,0
"POM121L8P",0,0,0,0,0,0
"BCRP6",0,0,6,0,0,2
"FAM230H",0,0,0,0,0,0
"PPP1R26P5",0,0,0,0,0,0
"LOC105377190",0,0,0,0,0,0
"SUSD2P1",0,0,0,0,0,0
"RIMBP3B",0,0,2,2,0,2
"HIC2",1953,1624,2553,1478,1827,1878
"LOC105377191",0,0,0,0,0,0
"TMEM191C",30,18,50,38,26,40
"PI4KAP2",140,165,213,181,154,165
"RIMBP3C",2,0,0,0,0,1
"UBE2L3",5323,4859,7514,5354,4486,4978
"YDJC",2102,2194,2874,2080,1795,2079
"CCDC116",0,0,0,4,0,2
"SDF2L1",2329,1626,2404,1386,1025,965
"MIR301B",0,0,0,0,0,0
"MIR130B",10,5,10,6,1,0
"LOC107985532",12,9,12,0,14,4
"PPIL2",610,616,911,926,1033,1051
"YPEL1",6,0,0,1,0,2
"MAPK1",3086,3827,4759,4094,5225,5946
"PPM1F",325,292,470,393,345,388
"PPM1F-AS1",24,12,36,8,20,17
"TOP3B",209,361,389,347,433,406
"PRAMENP",0,0,0,0,0,0
"IGLVI-70",0,0,0,0,0,0
"IGLV4-69",2,0,0,0,0,0
"IGLVI-68",0,0,0,0,0,0
"IGLV10-67",0,0,0,0,0,0
"IGLVIV-66-1",0,0,0,0,0,0
"IGLVV-66",0,0,0,0,0,0
"IGLVIV-65",0,0,0,0,0,0
"IGLVIV-64",0,0,0,0,0,0
"IGLVI-63",0,0,0,0,0,0
"IGLV1-62",0,0,0,0,0,0
"LOC102724653",0,0,0,0,0,0
"IGLV8-61",0,0,2,0,0,0
"IGLV4-60",0,0,0,0,0,0
"IGLVIV-59",0,0,0,0,0,0
"IGLVV-58",0,0,0,0,0,0
"IGLV6-57",4,0,6,0,0,0
"IGLVI-56",0,0,0,0,0,0
"IGLV11-55",0,0,0,0,0,0
"IGLV10-54",0,0,0,0,0,0
"IGLVIV-53",0,0,0,0,0,0
"VPREB1",0,0,0,0,0,0
"LOC105372952",8,4,4,0,0,8
"BMS1P20",749,611,944,705,624,733
"IGLV5-52",0,0,1,0,0,0
"IGLV1-51",0,1,0,0,0,0
"IGLV1-50",6,2,0,0,4,0
"IGLV9-49",0,0,1,0,0,0
"IGLV5-48",0,0,0,0,0,0
"IGLV1-47",5,0,0,0,0,0
"IGLV7-46",0,0,0,0,0,0
"IGLV5-45",0,0,4,0,0,0
"IGLV1-44",0,0,0,0,0,0
"IGLV7-43",0,0,0,0,0,0
"IGLVI-42",0,0,0,0,0,0
"IGLVVII-41-1",0,0,0,0,0,0
"LOC101929255",0,0,0,0,0,0
"IGLV1-41",0,0,0,0,0,0
"IGLV1-40",1,0,2,0,0,0
"IGLVI-38",0,0,0,0,0,0
"IGLV5-37",0,0,0,0,0,0
"IGLV1-36",0,0,0,0,0,0
"IGLV7-35",0,0,0,0,0,0
"ZNF280B",0,0,0,0,0,0
"ZNF280A",0,0,0,0,0,0
"PRAME",0,0,0,0,0,0
"LL22NC03-63E9.3",0,0,0,0,0,0
"IGLV2-34",0,0,0,0,0,0
"IGLV2-33",0,0,0,0,0,0
"IGLV3-32",0,0,0,0,0,0
"IGLV3-31",0,0,0,0,0,0
"IGLV3-30",0,0,0,0,0,0
"POM121L1P",24,32,23,17,26,13
"GGTLC2",0,2,2,0,0,0
"IGLV3-29",0,0,0,0,0,0
"IGLV2-28",0,0,2,0,0,0
"IGLV3-27",0,0,0,0,0,0
"IGLV3-26",0,0,0,0,0,0
"IGLVVI-25-1",0,0,0,0,0,0
"IGLV3-25",12,0,20,0,0,0
"LOC112267890",0,0,0,2,0,0
"IGLV3-24",0,0,0,0,0,0
"LL22NC03-102D1.18",0,0,0,0,0,0
"IGLV2-23",10,0,4,0,0,0
"IGLVVI-22-1",0,0,0,0,0,0
"IGLV3-22",0,0,0,0,0,0
"IGLV3-21",17,0,6,0,0,0
"IGLVI-20",0,0,0,0,0,0
"IGLV3-19",1,0,0,0,0,0
"IGLV2-18",0,0,3,0,0,0
"IGLV3-17",0,0,0,0,0,0
"IGLV3-16",0,0,0,0,0,0
"IGLV3-15",0,0,0,0,0,0
"LOC107985542",0,0,0,0,0,0
"IGLV2-14",6,0,7,0,0,4
"IGLV3-13",0,0,0,0,0,0
"IGLV3-12",2,0,0,0,0,0
"LOC107985543",0,0,0,0,0,0
"IGLV2-11",0,0,7,0,0,0
"IGLV3-10",4,0,0,0,0,0
"IGLV3-9",2,0,0,0,0,0
"LOC105372948",0,4,0,0,0,0
"MIR650",0,0,0,0,0,0
"IGLV2-8",8,0,16,0,0,0
"IGLV3-7",0,0,0,0,0,0
"IGLV3-6",0,0,0,0,0,0
"IGLV2-5",0,0,0,0,0,0
"IGLV3-4",0,0,0,0,0,0
"IGLV4-3",0,0,0,0,0,0
