"","SKA03_36","SKA03_38","SKA03_39","SKA03_56","SKA03_58","SKA03_59"
"RHCE",3,6,1,4,2,10
"SDHDP7",6,6,6,4,10,2
"MACO1",538,543,563,777,773,670
"LDLRAP1",253,244,318,348,339,324
"MAN1C1",26,28,34,74,76,90
"SELENON",691,780,1037,1227,1055,1141
"MTFR1L",171,159,229,250,260,344
"LOC646471",5,10,3,7,7,20
"AUNIP",148,164,144,134,85,92
"PAQR7",694,593,633,886,886,933
"STMN1",4448,4677,4660,5556,5036,4910
"SNRPFP2",0,0,0,2,0,0
"RPL39P7",0,4,0,0,0,0
"MIR3917",0,0,0,0,0,0
"LOC105376885",0,0,0,2,0,0
"PAFAH2",528,476,480,676,672,668
"LOC101928216",4,2,8,0,2,2
"EXTL1",0,2,2,2,0,5
"SLC30A2",14,14,12,14,18,26
"LOC105376910",2,3,1,0,2,2
"TRIM63",0,4,16,0,0,0
"PDIK1L",160,176,202,148,194,198
"LOC105376886",0,0,0,0,0,0
"FAM110D",0,2,0,0,0,0
"C1orf232",0,0,0,0,0,0
"ZNF593",670,486,548,616,534,516
"CNKSR1",12,4,4,42,26,16
"CATSPER4",0,0,0,0,0,0
"LOC100420494",0,0,0,0,0,0
"ZPLD2P",22,14,20,22,22,28
"CEP85",566,600,600,594,567,412
"SH3BGRL3",1723,1642,1964,2814,1974,2244
"UBXN11",166,151,145,164,151,193
"CD52",0,3,0,6,2,1
"CRYBG2",2858,2747,2668,3280,2903,2769
"RPL34P4",0,0,0,0,0,2
"ZNF683",0,0,0,0,0,0
"LIN28A",0,0,0,0,0,0
"DHDDS",996,841,936,894,807,746
"RPL17P9",2,0,0,0,0,0
"DHDDS-AS1",0,3,2,0,0,2
"HMGN2",9896,10163,9895,9684,10788,9919
"DPPA2P2",0,0,0,0,0,0
"RPS6KA1",0,0,0,2,0,0
"MIR1976",0,0,0,0,0,0
"RN7SL679P",0,0,0,0,0,0
"LOC105376888",9,7,2,4,4,19
"LOC101928728",12,10,8,2,20,22
"ARID1A",3193,2932,3745,2929,3609,3199
"PIGV",431,401,432,573,645,684
"ZDHHC18",844,630,762,767,604,712
"SFN",2650,2522,2530,3143,2772,2766
"GPN2",1144,915,1050,1185,1276,1249
"GPATCH3",855,823,879,925,863,959
"NUDC",5816,5372,5326,5427,5380,4715
"NR0B2",27,8,10,12,10,22
"KDF1",548,473,532,732,661,778
"RPL12P13",0,2,0,0,0,0
"RPL32P6",0,0,0,0,0,0
"OSTCP2",0,0,0,0,0,0
"TRNP1",1268,1375,1256,1880,1792,1721
"TENT5B",761,780,668,886,668,724
"LOC101928391",0,0,0,0,0,0
"SLC9A1",848,744,959,881,820,874
"LOC102723760",0,0,0,0,0,0
"RPL18AP5",0,0,0,0,0,0
"CHCHD3P3",0,2,0,0,2,0
"SNRPEP7",0,0,0,0,0,0
"LOC105376890",0,0,0,0,0,0
"WDTC1",506,428,523,642,598,746
"TMEM222",574,579,592,786,611,820
"ACTG1P20",8,1,7,5,12,4
"RNU6-48P",0,0,0,0,0,0
"SYTL1",82,67,107,85,117,151
"MAP3K6",180,160,194,176,138,171
"FCN3",0,0,0,0,0,0
"CD164L2",0,0,0,0,0,0
"GPR3",12,10,7,6,4,8
"WASF2",3071,2932,3225,3336,3442,3086
"LOC105376892",6,6,5,1,2,15
"AHDC1",254,298,384,353,363,386
"FGR",0,0,0,0,0,0
"LOC729973",4,0,2,2,4,2
"LINC02574",0,0,0,0,2,0
"IFI6",508,1198,1061,1122,1180,1794
"FAM76A",288,219,218,221,190,228
"RPEP3",0,0,0,0,0,0
"STX12",1133,1148,1200,1392,1316,1462
"PPP1R8",1458,1405,1394,1558,1538,1514
"SCARNA1",4,0,0,0,1,0
"THEMIS2",16,22,30,26,17,24
"RPA2",2034,2108,1940,2326,2478,2336
"SMPDL3B",320,372,388,651,580,588
"XKR8",563,519,543,662,620,632
"EYA3",560,518,584,437,622,599
"SPCS2P4",70,62,74,92,78,92
"LOC100131223",0,0,0,0,0,0
"RNU7-29P",0,0,0,0,0,0
"PTAFR",11,4,9,20,4,12
"DNAJC8",2687,2768,2876,3459,3154,3224
"ATP5IF1",0,0,0,0,0,0
"SESN2",4,4,0,2,2,0
"MED18",0,0,0,0,0,2
"PHACTR4",1196,1124,1162,1221,1242,1148
"SNHG3",273,262,298,408,450,387
"RCC1",3756,3217,3371,3288,3073,2776
"SNORA73A",26,36,28,19,18,17
"SNORA73B",47,30,38,25,29,16
"PRDX3P2",2,0,2,0,8,0
"TRNAU1AP",514,500,469,554,543,462
"SNHG12",63,42,63,50,33,33
"SNORD99",2,12,3,0,2,5
"SNORA61",0,0,0,0,0,0
"SNORA44",0,0,0,2,0,2
"SNORA16A",1,2,2,0,3,6
"RAB42",274,159,209,193,188,197
"TAF12",337,280,327,293,377,305
"LINC01715",3,1,0,1,4,0
"RNU11",0,0,0,0,0,0
"GMEB1",226,191,200,268,234,189
"YTHDF2",2459,2250,2332,2634,2581,2563
"OPRD1",0,10,0,2,2,10
"EPB41",962,927,1167,1066,1410,1052
"RPL27P4",2,2,0,0,0,2
"TMEM200B",9,4,17,14,19,33
"SRSF4",1973,1903,2125,2114,2186,1859
"MECR",280,290,342,340,311,401
"PTPRU",448,619,760,911,1241,1364
"LINC01756",0,0,0,0,0,0
"LOC107984933",0,0,0,0,0,0
"LOC107984934",0,0,0,0,0,0
"LINC01648",0,0,0,0,0,0
"LOC105378617",0,0,0,0,0,0
"LOC105378618",0,0,0,0,0,0
"MATN1",3,2,6,2,0,0
"MATN1-AS1",5,1,0,2,1,2
"LAPTM5",4,14,16,31,39,86
"MIR4420",0,0,0,0,0,0
"LOC105378620",0,0,6,0,0,0
"LOC105378621",0,0,0,0,0,0
"LINC01778",0,0,0,0,0,0
"LOC400748",0,0,0,0,0,0
"SDC3",128,142,148,208,198,220
"PUM1",3152,3118,3366,3285,3842,3165
"SNORD103A",2,2,1,1,0,0
"SNORD103B",7,0,9,0,2,1
"SNORD103C",0,0,0,0,0,0
"LOC107985097",0,0,0,0,4,0
"RPL21P22",0,0,0,0,0,0
"LOC107984935",0,0,5,0,8,3
"NKAIN1",8,0,0,0,4,0
"SNRNP40",2232,2346,2339,2382,2295,2142
"ZCCHC17",1062,1104,1018,1211,1001,1143
"FABP3",15,6,13,2,10,9
"LOC105378623",0,0,2,0,0,0
"LOC107985470",2,4,2,10,12,5
"SERINC2",941,888,945,1323,1209,1227
"LOC105378625",0,0,0,0,0,2
"LOC105379772",0,0,0,0,0,0
"RNU6-40P",0,0,0,0,0,0
"LDC1P",0,0,0,0,0,0
"LINC01226",0,0,0,0,0,0
"LOC105378626",87,107,86,159,156,190
"TINAGL1",1209,1025,1002,1591,1273,1372
"HCRTR1",0,0,0,0,0,0
"PEF1",861,830,835,954,809,795
"PEF1-AS1",0,0,0,0,1,0
"LOC105378628",0,0,8,2,0,0
"COL16A1",0,2,2,4,0,8
"LOC101929444",0,0,0,0,0,0
"ADGRB2",4,0,6,0,4,4
"MIR4254",0,0,0,0,0,0
"SPOCD1",4,6,2,4,8,10
"PTP4A2",5010,4994,5256,6195,5834,6006
"KHDRBS1",6561,6810,6584,7848,8005,7966
"TMEM39B",408,332,426,472,389,352
"MIR5585",0,0,0,0,0,0
"KPNA6",3736,3742,3667,3866,3897,3344
"TXLNA",2858,2800,2606,2496,2707,2288
"CCDC28B",121,101,132,139,129,134
"TMEM234",76,92,53,70,72,79
"IQCC",106,79,90,68,76,80
"DCDC2B",0,0,1,0,0,2
"EIF3I",6350,6104,6182,7613,7173,7085
"MTMR9LP",9,4,0,14,8,30
"FAM167B",0,0,0,0,2,0
"LCK",4,12,0,22,14,8
"HDAC1",5272,5763,5780,6935,7673,7561
"MARCKSL1",5418,5583,6027,7326,7173,7545
"LOC105378629",2,0,11,3,3,2
"TSSK3",8,4,8,2,3,3
"FAM229A",11,14,14,6,16,28
"BSDC1",1014,798,814,1196,1122,1197
"GAPDHP20",0,0,0,0,0,0
"LRRC37A12P",0,0,0,0,0,0
"ZBTB8B",2,2,0,0,0,0
"ZBTB8A",61,92,87,88,64,38
"LOC102723870",6,5,13,6,12,8
"ZBTB8OS",840,780,802,856,925,815
"RBBP4",3826,4130,4249,4503,4969,4264
"SYNC",12,5,2,2,0,2
"KIAA1522",3987,3709,4504,5194,5088,4835
"YARS1",4240,3777,4169,3647,3411,2776
"S100PBP",442,521,543,437,416,419
"FNDC5",22,55,62,46,72,44
"LOC105378631",0,0,0,0,0,0
"HPCA",0,0,0,0,0,0
"TMEM54",992,1091,982,967,1049,1017
"LOC105378632",0,0,0,0,4,0
"RNF19B",807,808,811,1001,930,1046
"LOC107984936",0,0,0,0,0,0
"RPL18AP4",0,0,0,0,0,0
"LOC100419257",0,0,0,0,0,0
"AK2",4628,4947,5168,5935,6349,6307
"LOC105378635",0,0,0,0,0,0
"AZIN2",16,10,20,38,20,22
"LOC112268224",0,0,0,0,0,0
"TRIM62",60,84,66,100,106,96
"ZNF362",440,442,500,589,529,714
"A3GALT2",0,0,0,0,0,0
"PHC2",1520,1631,1658,2351,1874,2138
"MIR3605",0,0,0,0,0,0
"PHC2-AS1",2,0,3,2,0,2
"ZSCAN20",148,148,146,148,161,164
"LOC100422287",0,0,0,0,0,0
"CSMD2",4,8,6,0,2,1
"LOC105378638",0,0,0,0,0,2
"HMGB4",0,0,0,0,0,0
"CSMD2-AS1",0,0,0,0,0,0
"C1orf94",0,0,0,0,0,2
"LOC105378639",0,0,0,0,0,0
"LOC105378640",0,0,0,0,0,0
"LOC105378641",6,2,0,18,27,35
"MIR552",0,0,0,0,0,0
"LOC105378642",2,0,2,0,0,0
"GJB5",0,0,0,0,2,0
"GJB4",0,0,0,6,0,2
"GJB3",18,2,8,26,10,16
"GJA4",0,0,0,0,0,0
"SMIM12",1040,938,882,1018,884,806
"DLGAP3",24,16,26,30,24,30
"LOC653160",5,6,7,2,0,6
"TMEM35B",374,458,454,542,468,510
"ZMYM6",183,218,174,156,218,144
"ZMYM1",458,406,466,402,426,398
"EFCAB14P1",0,0,0,0,0,0
"LOC105378644",0,0,0,0,0,0
"SFPQ",13064,13163,13258,13980,14117,13235
"ZMYM4",1422,1496,1573,1342,1392,1300
"RPL5P4",4,18,6,2,0,6
"ZMYM4-AS1",0,0,0,0,2,0
"KIAA0319L",1658,1507,1738,2443,2349,2777
"NCDN",764,549,658,734,876,698
"TFAP2E",13,16,22,34,27,23
"TFAP2E-AS1",4,8,9,8,6,11
"PSMB2",3174,2984,3107,3820,3526,3467
"LOC105378646",0,0,0,0,0,0
"C1orf216",546,521,514,504,539,482
"CLSPN",2094,1669,1790,1269,1478,1023
"AGO4",172,242,257,268,334,331
"AGO1",2058,2000,1908,1835,2085,1778
"AGO3",646,566,614,545,704,598
"LOC105378647",0,0,0,0,0,0
"TEKT2",0,0,3,0,0,0
"ADPRS",865,871,838,1022,877,1048
"COL8A2",16,30,16,24,18,24
"TRAPPC3",1320,1256,1330,1506,1695,1553
"MAP7D1",1671,1270,1616,1552,1346,1254
"THRAP3",6320,6235,6446,6860,7395,6767
"SH3D21",137,111,150,179,167,171
"EVA1B",248,193,257,481,359,407
"STK40",1437,1470,1371,1572,1330,1410
"LSM 10.00",447,376,413,507,425,388
"OSCP1",12,18,18,20,20,38
"SNORA63C",0,0,0,0,0,0
"LOC107984940",0,0,1,0,0,0
"MRPS15",2090,2218,2376,3162,3194,3331
"CSF3R",0,0,0,4,2,10
"LOC107984941",0,0,0,0,0,0
"LOC105378648",0,0,0,0,0,0
"GRIK3",0,0,0,0,0,0
"MIR4255",0,0,0,0,0,0
"LOC107984942",2,0,0,0,0,0
"LINC01137",12,26,28,54,44,60
"ZC3H12A",286,286,343,180,180,160
"MIR6732",0,0,0,0,0,0
"MEAF6",1047,1145,982,1016,920,1095
"MIR5581",0,0,0,0,0,1
"LOC105378649",6,3,1,4,1,8
"SNIP1",394,449,490,430,383,471
"FTH1P1",20,0,5,4,1,3
"RPS27P9",0,0,2,0,2,2
"DNALI1",0,2,2,0,2,4
"GNL2",2021,1901,2023,1595,1664,1590
"RSPO1",0,0,0,0,0,0
"C1orf109",792,700,693,630,659,510
"CDCA8",2301,2456,2558,2313,2486,1992
"EPHA10",253,271,281,275,305,258
"LOC105378650",1,0,0,0,0,0
"ACTN4P2",0,0,0,0,0,0
"LOC100129497",0,0,0,0,0,0
"MANEAL",1393,1349,1286,1386,1376,1615
"YRDC",421,382,326,340,298,293
"C1orf122",909,837,801,1088,902,1191
"MTF1",648,666,629,436,557,498
"INPP5B",257,287,276,281,281,310
"LOC105378651",0,0,2,0,4,1
"SF3A3",3210,3342,3025,3238,3255,2956
"RNU6-510P",0,0,0,0,0,1
"FHL3",212,213,248,308,242,227
"UTP11",1025,906,950,922,1066,986
"POU3F1",0,10,0,2,0,4
"MIR3659HG",1,0,0,0,2,0
"MIR3659",0,0,0,0,0,0
"LINC02786",0,0,0,0,0,0
"LOC105378654",0,0,0,0,0,0
"LINC01343",0,0,0,0,0,0
"LOC105378657",0,0,0,0,0,0
"LOC107984943",0,0,0,0,0,0
"LINC01685",0,0,0,0,0,0
"LOC105378658",0,0,0,0,0,0
"LOC105378660",0,0,0,0,0,0
"HSPA5P1",0,2,0,0,4,0
"RRAGC",1009,1094,1184,1226,1178,1277
"MYCBP",0,0,0,0,0,0
"GJA9-MYCBP",0,0,0,0,0,0
"LOC105378663",0,0,0,0,0,0
"GJA9",0,0,0,0,0,0
"RHBDL2",1,5,0,0,2,0
"LOC105378662",1,0,3,0,1,0
"EIF1P2",0,0,0,0,0,0
"AKIRIN1",2159,2220,2180,2469,2285,2028
"NDUFS5",2378,2474,2712,3538,3400,3672
"MACF1",3139,2210,2321,2524,3180,2414
"HSPE1P8",0,0,0,0,0,0
"KIAA0754",149,127,117,112,133,128
"BMP8A",213,221,238,481,432,518
"OXCT2P1",0,4,2,9,19,13
"PPIEL",1,0,0,1,0,0
"PABPC4",4610,4601,4680,4521,4201,3964
"PABPC4-AS1",0,0,3,0,2,2
"SNORA55",2,0,0,0,6,2
"HEYL",96,84,76,106,78,106
"NT5C1A",0,0,0,0,0,0
"HPCAL4",6,4,0,2,4,6
"LOC100128091",0,0,0,0,0,0
"PPIE",975,875,914,1146,1036,1017
"BMP8B",402,460,522,735,753,950
"OXCT2",42,41,28,65,62,53
"BMP8B-AS1",0,2,0,0,0,2
"LOC101929536",4,4,0,4,6,2
"LOC105378951",0,4,1,0,1,4
"LINC02811",2,0,0,0,1,1
"LOC105378665",0,0,0,0,0,0
"LOC105378667",0,0,0,0,0,0
"TRIT1",632,570,569,582,630,703
"MYCL",44,79,78,55,53,73
"MYCL-AS1",4,0,0,0,0,0
"MFSD2A",4,12,7,24,6,24
"RPS2P12",0,0,0,0,4,0
"LOC105378669",0,0,4,0,15,0
"CAP1",4576,4531,4420,4817,5156,4045
"PPT1",6450,7036,6429,6604,6304,5493
"OAZ1P1",0,0,0,0,0,0
"LOC105378671",0,0,0,0,5,0
"RLF",1184,1231,1278,793,899,916
"TMCO2",0,0,0,0,0,0
"ZMPSTE24",3360,3701,3027,3678,3630,3117
"COL9A2",6,2,6,0,8,2
"RPL21P20",0,0,0,0,0,0
"LOC107984945",0,0,0,0,0,0
"SMAP2",429,440,559,546,569,592
"ZFP69B",82,70,70,60,66,50
"ZFP69",82,94,100,58,70,82
"LOC105378672",11,33,40,27,12,22
"EXO5",216,226,188,197,176,186
"ZNF684",54,59,75,100,73,73
"LOC100328982",0,8,0,0,0,0
"LOC105378673",0,2,0,0,0,1
"RIMS3",28,52,84,58,38,38
"LOC105378675",0,0,2,8,4,0
"LOC105378674",0,0,0,0,0,0
"NFYC-AS1",20,12,8,2,19,10
"NFYC",1090,1044,1035,1315,1251,1424
"MIR30E",0,0,0,0,0,0
"MIR30C1",0,0,0,0,0,0
"KCNQ4",4,0,2,0,2,0
"LOC105378676",0,0,0,0,0,0
"CITED4",232,168,216,306,268,244
"UBE2V1P8",0,0,0,0,0,0
"CTPS1",4664,3856,4009,3465,2822,2789
"SLFNL1-AS1",27,4,6,11,5,18
"SLFNL1",49,26,20,30,12,28
"SCMH1",504,531,627,516,616,751
"RPL23AP17",0,0,0,0,0,0
"RPL36AP9",0,0,0,0,0,0
"FOXO6",0,8,0,4,0,0
"FOXO6-AS1",0,0,0,0,0,0
"LOC105378678",0,0,0,0,0,0
"EDN2",8,0,2,0,0,2
"HIVEP3",19,4,26,20,12,19
"GUCA2B",2,2,2,10,16,10
"GUCA2A",130,142,102,222,161,206
"FOXJ3",1658,1977,1783,1830,1794,1579
"RIMKLA",406,492,508,532,485,512
"RPS15AP8",0,2,0,0,0,0
"ZMYND12",0,2,0,12,2,8
"CCDC30",14,13,10,5,2,2
"PPCS",797,873,995,1333,1158,1423
"RPS3AP11",0,0,0,0,0,0
"TMSB4XP1",2,0,0,0,0,0
"RNU6-536P",0,0,0,0,0,0
"PPIH",682,625,700,795,792,790
"YBX1",33892,34640,35961,41817,43156,42693
"CLDN19",34,50,48,105,119,186
"P3H1",691,770,698,951,827,1013
"C1orf50",291,322,275,295,378,405
"TMEM269-DT",1,0,0,0,4,0
"TMEM269",0,7,6,8,8,11
"LOC107984946",0,6,0,0,2,6
"SVBP",282,233,221,403,372,367
"ERMAP",182,139,138,188,188,277
"ZNF691",118,104,134,121,182,162
"LOC339539",0,0,0,0,0,0
"LOC100420252",0,0,0,0,0,0
"MKRN8P",0,2,0,0,0,0
"ATP6V1E1P1",0,0,0,0,0,0
"SLC2A1",5440,4758,4390,5353,4714,4542
"SLC2A1-AS1",23,14,13,32,23,25
"RNU6-880P",0,0,0,0,0,0
"FAM183A",20,12,14,23,29,33
"EBNA1BP2",3009,2898,2868,2978,3069,2886
"MIR6733",0,0,0,0,0,0
"CFAP57",15,30,18,8,21,11
"LOC105378685",2,0,0,2,2,0
"TMEM125",440,412,435,730,749,757
"C1orf210",314,326,388,699,722,746
"TIE1",0,0,0,0,4,4
"MPL",14,2,0,4,4,9
"LOC105378687",14,30,32,37,46,42
"CDC20",5484,5149,5594,5382,4834,4655
"ELOVL1",3521,3227,3334,3737,3343,3304
"MIR6734",0,0,0,0,0,0
"LOC112268225",5,2,0,20,0,13
"MED8",989,1028,943,1263,1112,1093
"MED8-AS1",1,0,0,0,0,0
"SZT2",197,168,231,196,195,182
"SZT2-AS1",0,0,0,0,0,0
"MIR6735",0,0,0,0,0,0
"HYI",0,0,0,0,0,0
"PTPRF",7343,7009,8372,7715,7886,6904
"KDM4A",1508,1488,1522,1943,2089,1899
"KDM4A-AS1",1,16,19,30,23,15
"ST3GAL3",54,58,52,73,77,82
"ST3GAL3-AS1",0,0,0,0,0,1
"MIR6079",0,0,0,0,0,0
"SHMT1P1",0,0,0,0,0,0
"ARTN",6,6,2,2,4,8
"LOC105378688",2,6,2,4,0,4
"LOC101929609",20,2,11,8,8,8
"IPO13",522,422,476,479,445,440
"DPH2",1017,848,874,913,820,734
"ATP6V0B",1706,1835,1846,2325,2055,2321
"B4GALT2",1197,1161,1300,1179,1094,1235
"CCDC24",87,91,121,155,114,118
"SLC6A9",361,236,285,369,284,461
"LOC107984948",6,10,6,29,6,44
"KLF17",0,0,0,0,0,0
"KRT8P47",0,2,0,0,0,0
"LOC100129492",2,6,6,2,0,2
"KLF18",10,4,2,0,0,0
"DMAP1",648,636,699,769,732,905
"ERI3",829,929,950,1186,1034,1169
"ERI3-IT1",3,0,1,2,2,1
"SNORA110",0,0,0,0,0,0
"RNF220",885,899,981,1173,1019,1229
"LOC107984951",0,0,0,0,0,0
"MIR5584",0,0,0,0,0,0
"LOC107984950",22,15,20,49,25,23
"TMEM53",106,82,73,129,135,114
"SNORD145",0,0,0,1,0,0
"ARMH1",0,2,0,0,0,0
"LOC105378690",0,0,3,3,0,4
"RNU5F-1",0,0,0,0,0,0
"RNU5D-1",0,0,0,0,0,0
"KIF2C",3271,3224,3389,3689,3744,2959
"SNORD160",0,0,0,0,0,2
"RPS8",23581,24322,25073,34502,31219,36275
"SNORD55",14,8,7,6,14,5
"SNORD46",0,1,0,0,0,0
"SNORD38A",0,0,2,0,0,2
"SNORD38B",20,5,14,19,7,18
"RPS15AP11",0,0,0,0,2,0
"BEST4",2,1,0,1,1,0
"PLK3",69,60,44,46,20,41
"TCTEX1D4",2,4,4,3,6,0
"BTBD19",0,6,0,2,10,4
"LOC107984952",0,0,0,0,0,0
"PTCH2",8,2,2,4,0,2
"EIF2B3",716,586,686,586,599,627
"CCNB1IP1P1",4,2,5,8,0,0
"PPIAP35",2,2,0,3,0,0
"MRPS17P1",3,3,6,2,8,12
"HECTD3",1304,1438,1402,1729,1927,1862
"UROD",1091,1148,1149,1476,1512,1500
"ZSWIM5",30,36,48,46,46,70
"OSTCP5",0,0,0,0,0,0
"LOC105378691",0,0,0,0,1,3
"LINC01144",0,0,0,0,0,0
"HPDL",1424,1513,1672,2215,2204,2314
"MUTYH",376,292,348,437,444,509
"TOE1",806,802,785,989,1036,1093
"TESK2",322,420,401,628,566,793
"CCDC163",44,54,73,64,86,132
"MMACHC",337,343,364,389,399,451
"PRDX1",10648,10368,10625,13712,13911,12289
"HMGB1P48",0,0,0,0,0,0
"AKR1A1",922,1242,1456,1713,1473,2059
"NASP",5027,4749,5146,5153,5676,5208
"CCDC17",10,2,0,8,12,8
"GPBP1L1",1787,1801,1908,2210,2370,2228
"RPS15AP10",2,2,4,2,0,4
"RPL7AP16",22,6,16,3,9,4
"TMEM69",636,556,693,886,833,999
"IPP",214,255,351,270,349,327
"LOC105378693",0,0,0,0,0,0
"RPL6P1",0,0,0,0,0,0
"MAST2",2364,2071,2278,1895,1833,1909
"TMA16P2",0,0,0,2,0,0
"LOC105378694",2,0,0,2,0,2
"PIK3R3",26,23,43,48,46,53
"P3R3URF-PIK3R3",0,0,0,0,0,0
"LOC101929626",2,2,2,4,0,6
"TSPAN1",14,24,36,240,202,206
"P3R3URF",0,0,0,0,4,0
"POMGNT1",608,614,639,870,852,878
"LURAP1",0,0,0,0,0,0
"RAD54L",776,754,940,814,750,808
"LRRC41",1259,1426,1580,1787,1664,1895
"UQCRH",4317,4641,4746,6489,6658,6628
"NSUN4",690,636,712,725,645,713
"FAAH",110,98,127,164,159,205
"FAAHP1",6,0,4,0,2,2
"LINC01398",0,0,0,0,0,0
"DMBX1",0,0,2,0,0,0
"TMEM275",0,0,0,0,0,0
"MKNK1-AS1",2,0,2,7,0,0
"KNCN",0,0,0,0,0,0
"MKNK1",600,592,618,644,703,613
"MOB3C",108,166,126,178,162,189
"LOC105378697",0,0,0,0,0,0
"ATPAF1",1112,1178,1229,1249,1223,1213
"TEX38",0,0,0,0,0,0
"EFCAB14-AS1",0,0,0,0,0,0
"EFCAB14",2469,2472,2380,2600,3036,2530
"LOC105378698",0,0,0,0,0,0
"LOC105378699",0,0,2,5,9,7
"CYP4B1",6,0,4,6,9,26
"CYP4Z2P",0,0,0,0,0,0
"CYP4A11",0,0,2,0,0,1
"CYP4X1",596,795,868,804,1113,1325
"CYP4A26P",0,0,0,0,0,0
"CYP4Z1",5,0,2,0,0,0
"CYP4A22",0,0,0,2,0,0
"LOC105378701",0,0,3,2,4,1
"LINC00853",6,2,16,17,8,40
"PDZK1IP1",52,63,32,114,100,144
"TAL1",68,60,58,62,64,44
"STIL",1205,1222,1454,1067,1098,863
"CMPK1",3294,3467,3515,3928,3911,3581
"LINC01389",27,29,15,44,19,35
"FOXE3",0,0,0,2,2,2
"FOXD2-AS1",98,101,114,164,171,209
"FOXD2",138,145,206,217,259,304
"RPL21P24",0,0,0,0,0,0
"LINC01738",0,0,2,2,0,1
"TRABD2B",47,41,52,53,42,84
"LINC02794",27,29,37,39,38,30
"CYP46A4P",0,0,2,0,0,2
"SKINT1L",2,0,1,1,2,2
"SLC5A9",86,154,186,418,506,738
"SPATA6",32,28,24,10,4,16
"PPP1R8P1",0,0,0,0,0,0
"LOC644462",2,6,12,12,6,12
"AGBL4",0,0,0,0,0,0
"BEND5",0,0,0,0,0,0
"LOC105378706",0,0,0,0,0,0
"AGBL4-AS1",0,0,0,0,0,0
"AGBL4-IT1",0,0,0,0,0,0
"LOC107984954",0,0,0,0,0,0
"ZNF859P",0,0,0,0,0,0
"LOC105378708",0,0,0,0,0,0
"ELAVL4",0,0,0,0,0,0
"LOC105378709",0,0,0,0,0,0
"ELAVL4-AS1",0,0,0,0,0,0
"LOC105378711",0,0,0,0,0,0
"LOC105378710",0,0,0,0,0,0
"LINC02808",0,2,0,0,0,0
"RPS2P11",0,0,0,0,0,0
"FCF1P6",0,0,0,0,0,0
"DMRTA2",104,144,179,198,173,216
"LOC105378714",2,10,2,2,2,0
"FAF1",1179,1380,1416,1423,1366,1345
"FAF1-AS1",2,0,0,2,3,6
"PHBP12",2,0,2,0,10,0
"MRPS6P2",0,0,0,0,0,0
"LOC112268262",0,0,0,0,0,2
"CDKN2C",262,283,312,383,366,324
"MIR4421",0,0,0,0,0,0
"MIR6500",0,0,0,0,0,0
"C1orf185",0,0,0,0,0,0
"CFL1P2",0,0,0,0,0,0
"LINC01562",2,2,2,1,0,0
"LOC107985472",0,0,0,0,0,0
"RNF11",1616,1743,1785,1956,1829,1775
"RPS2P8",2,2,0,3,6,0
"TTC39A",812,807,981,1080,1185,1391
"LOC105378717",2,0,0,2,0,0
"TTC39A-AS1",0,0,0,3,1,1
"EPS15",1208,1211,1232,1453,1359,1300
"LOC100422413",2,0,4,7,2,0
"EPS15-AS1",4,4,0,7,0,8
"CALR4P",2,0,6,0,0,0
"LOC105378719",0,0,0,0,0,0
"OSBPL9",2511,2463,2751,2734,2833,2751
"NRDC",4125,4373,4496,4844,4934,4524
"LOC105378721",4,1,0,5,2,4
"MIR761",0,0,0,0,0,0
"TSEN15P2",1,0,0,0,0,0
"RAB3B",2848,2302,2153,2126,2012,1512
"RPS26P14",0,0,0,0,0,0
"RN7SL290P",0,0,0,0,0,0
"TXNDC12",2353,2499,2455,3160,2682,3012
"KTI12",0,0,0,0,0,0
"TXNDC12-AS1",0,2,0,0,0,0
"BTF3L4",1876,2043,1999,1985,1828,1880
"LOC107984956",0,0,0,0,0,0
"ZFYVE9",1007,913,956,962,1005,800
"RN7SL788P",0,0,0,0,0,0
"LOC724060",0,0,0,0,0,0
"PDCL3P6",3,0,0,0,0,0
"DNAJC19P7",0,0,4,0,0,0
"ANAPC10P1",4,0,0,0,0,0
"CC2D1B",727,573,678,669,663,642
"PLA2G12AP1",2,0,0,2,2,2
"ORC1",678,744,808,521,705,619
"PRPF38A",1289,1279,1336,1336,1440,1327
"TUT4",1002,1014,1256,1244,1357,1297
"LOC105378723",1,4,0,0,2,0
"EEF1GP7",0,0,0,0,0,0
"GPX7",410,395,460,563,523,668
"SHISAL2A",101,115,168,186,160,187
"COA7",1428,1299,1365,1296,1484,1335
"NDUFS5P3",0,0,0,0,0,2
"ZYG11B",1566,1532,1566,1376,1696,1211
"RPS13P2",6,6,6,22,10,14
"ZYG11A",6,10,14,10,14,8
"ECHDC2",0,0,2,11,1,4
"LOC112268226",0,0,0,0,0,0
"SCP2",2005,2371,2451,3188,3769,3776
"H3P2",0,0,0,0,0,0
"RRAS2P1",6,0,0,0,0,1
"TUBBP10",3,0,7,0,2,2
"PODN",0,0,0,0,0,0
"HIGD1AP11",0,0,0,0,0,0
"SLC1A7",0,2,0,0,0,2
"LOC105378724",0,0,0,0,0,0
"CPT2",739,866,868,1096,1151,1206
"CZIB",452,472,508,600,569,550
"MAGOH",1580,1519,1698,1712,1780,1627
"LOC100507564",2,14,7,6,4,12
"LRP8",304,246,267,259,240,210
"LOC105378728",2,2,0,0,0,0
"LOC105378726",20,10,15,24,22,7
"LINC01771",0,7,2,0,2,1
"LOC105378731",2,4,0,0,0,2
